time,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
1.170000,0.085527,0.374630,0.189066,0.327692,0.313529,0.357835,-0.204032,0.034345,0.053469,0.074575,0.096302,0.114206,0.120819,-0.707969,-0.001021,-0.004508,-0.006892,-0.017807,-0.024907,-0.043845,0.507915,1.657016,-23.351992,0.730961,-5.171451,0.054561,-0.031945,-0.111442
1.180000,0.086213,0.375698,0.190556,0.329614,0.315807,0.360242,-0.218078,0.034324,0.053379,0.074437,0.095945,0.113707,0.119940,-0.697498,-0.000981,-0.004497,-0.006895,-0.017883,-0.025050,-0.044056,0.542569,1.675991,-23.329955,0.740895,-5.155041,0.056339,-0.030580,-0.113611
1.190000,0.086900,0.376765,0.192043,0.331529,0.318076,0.362631,-0.231906,0.034305,0.053289,0.074299,0.095586,0.113204,0.119057,-0.686339,-0.000944,-0.004484,-0.006903,-0.017957,-0.025202,-0.044267,0.576697,1.694962,-23.307883,0.750792,-5.138596,0.058060,-0.029216,-0.115729
1.200000,0.087586,0.377830,0.193527,0.333437,0.320335,0.365003,-0.245504,0.034287,0.053199,0.074161,0.095227,0.112699,0.118170,-0.674502,-0.000909,-0.004468,-0.006916,-0.018029,-0.025361,-0.044476,0.610266,1.713928,-23.285777,0.760651,-5.122118,0.059724,-0.027854,-0.117795
1.210000,0.088271,0.378893,0.195009,0.335337,0.322583,0.367356,-0.258857,0.034269,0.053110,0.074022,0.094865,0.112190,0.117279,-0.661999,-0.000877,-0.004450,-0.006933,-0.018100,-0.025529,-0.044686,0.643243,1.732885,-23.263640,0.770470,-5.105608,0.061329,-0.026495,-0.119806
1.220000,0.088956,0.379954,0.196488,0.337231,0.324821,0.369692,-0.271954,0.034251,0.053021,0.073883,0.094503,0.111678,0.116383,-0.648842,-0.000848,-0.004430,-0.006954,-0.018170,-0.025705,-0.044895,0.675594,1.751833,-23.241476,0.780247,-5.089069,0.062876,-0.025141,-0.121762
1.230000,0.089641,0.381013,0.197964,0.339117,0.327049,0.372010,-0.284780,0.034235,0.052933,0.073744,0.094139,0.111162,0.115483,-0.635043,-0.000821,-0.004408,-0.006980,-0.018238,-0.025889,-0.045105,0.707288,1.770771,-23.219287,0.789982,-5.072503,0.064364,-0.023794,-0.123661
1.240000,0.090326,0.382071,0.199437,0.340995,0.329266,0.374309,-0.297323,0.034219,0.052845,0.073604,0.093773,0.110643,0.114579,-0.620618,-0.000797,-0.004385,-0.007010,-0.018306,-0.026081,-0.045316,0.738293,1.789697,-23.197076,0.799673,-5.055912,0.065792,-0.022453,-0.125504
1.250000,0.091010,0.383127,0.200908,0.342867,0.331474,0.376591,-0.309571,0.034203,0.052758,0.073464,0.093407,0.110119,0.113671,-0.605578,-0.000775,-0.004360,-0.007045,-0.018374,-0.026281,-0.045528,0.768578,1.808611,-23.174845,0.809319,-5.039298,0.067161,-0.021121,-0.127288
1.260000,0.091694,0.384181,0.202376,0.344731,0.333670,0.378854,-0.321511,0.034187,0.052671,0.073322,0.093039,0.109592,0.112759,-0.589939,-0.000756,-0.004334,-0.007084,-0.018441,-0.026487,-0.045742,0.798113,1.827510,-23.152598,0.818921,-5.022663,0.068471,-0.019798,-0.129014
1.270000,0.092377,0.385234,0.203841,0.346588,0.335856,0.381099,-0.333133,0.034173,0.052584,0.073180,0.092669,0.109060,0.111842,-0.573717,-0.000740,-0.004307,-0.007126,-0.018508,-0.026700,-0.045957,0.826868,1.846394,-23.130336,0.828476,-5.006009,0.069722,-0.018486,-0.130681
1.280000,0.093061,0.386284,0.205303,0.348437,0.338031,0.383326,-0.344423,0.034158,0.052498,0.073037,0.092298,0.108524,0.110921,-0.556927,-0.000725,-0.004280,-0.007173,-0.018576,-0.026920,-0.046173,0.854814,1.865262,-23.108063,0.837984,-4.989338,0.070915,-0.017185,-0.132289
1.290000,0.093744,0.387333,0.206762,0.350279,0.340196,0.385534,-0.355372,0.034143,0.052413,0.072893,0.091926,0.107984,0.109995,-0.539585,-0.000713,-0.004252,-0.007223,-0.018643,-0.027147,-0.046392,0.881923,1.884114,-23.085780,0.847446,-4.972651,0.072049,-0.015897,-0.133838
1.300000,0.094426,0.388381,0.208218,0.352113,0.342350,0.387724,-0.365968,0.034129,0.052328,0.072749,0.091553,0.107439,0.109065,-0.521709,-0.000703,-0.004224,-0.007276,-0.018711,-0.027378,-0.046614,0.908168,1.902948,-23.063491,0.856860,-4.955951,0.073126,-0.014622,-0.135328
1.310000,0.095109,0.389426,0.209671,0.353940,0.344492,0.389895,-0.376201,0.034115,0.052244,0.072602,0.091178,0.106889,0.108131,-0.503316,-0.000695,-0.004197,-0.007333,-0.018780,-0.027616,-0.046837,0.933522,1.921764,-23.041197,0.866227,-4.939239,0.074146,-0.013361,-0.136758
1.320000,0.095791,0.390470,0.211122,0.355760,0.346624,0.392047,-0.386060,0.034101,0.052160,0.072455,0.090802,0.106334,0.107192,-0.484424,-0.000689,-0.004169,-0.007392,-0.018850,-0.027858,-0.047063,0.957959,1.940561,-23.018900,0.875546,-4.922517,0.075109,-0.012115,-0.138130
1.330000,0.096473,0.391513,0.212569,0.357571,0.348745,0.394181,-0.395536,0.034088,0.052077,0.072307,0.090424,0.105775,0.106249,-0.465052,-0.000684,-0.004143,-0.007455,-0.018921,-0.028104,-0.047291,0.981455,1.959339,-22.996603,0.884817,-4.905787,0.076017,-0.010884,-0.139442
1.340000,0.097154,0.392553,0.214014,0.359376,0.350854,0.396295,-0.404620,0.034074,0.051994,0.072157,0.090045,0.105211,0.105301,-0.445218,-0.000681,-0.004116,-0.007520,-0.018993,-0.028355,-0.047522,1.003985,1.978098,-22.974308,0.894041,-4.889049,0.076871,-0.009669,-0.140697
1.350000,0.097836,0.393592,0.215455,0.361173,0.352952,0.398391,-0.413302,0.034060,0.051912,0.072006,0.089664,0.104641,0.104349,-0.424943,-0.000680,-0.004091,-0.007587,-0.019067,-0.028609,-0.047756,1.025528,1.996837,-22.952015,0.903218,-4.872307,0.077671,-0.008470,-0.141893
1.360000,0.098517,0.394630,0.216894,0.362962,0.355038,0.400467,-0.421574,0.034047,0.051831,0.071854,0.089282,0.104067,0.103391,-0.404246,-0.000681,-0.004067,-0.007656,-0.019142,-0.028866,-0.047992,1.046060,2.015555,-22.929728,0.912348,-4.855560,0.078419,-0.007287,-0.143033
1.370000,0.099198,0.395665,0.218329,0.364743,0.357113,0.402525,-0.429427,0.034033,0.051750,0.071700,0.088899,0.103487,0.102429,-0.383148,-0.000682,-0.004045,-0.007728,-0.019218,-0.029125,-0.048230,1.065561,2.034253,-22.907447,0.921431,-4.838810,0.079116,-0.006122,-0.144115
1.380000,0.099878,0.396699,0.219761,0.366517,0.359177,0.404563,-0.436854,0.034020,0.051669,0.071545,0.088514,0.102902,0.101463,-0.361669,-0.000685,-0.004023,-0.007800,-0.019297,-0.029387,-0.048471,1.084011,2.052930,-22.885174,0.930467,-4.822059,0.079763,-0.004973,-0.145142
1.390000,0.100558,0.397732,0.221191,0.368283,0.361228,0.406581,-0.443848,0.034006,0.051589,0.071388,0.088127,0.102312,0.100491,-0.339830,-0.000689,-0.004004,-0.007874,-0.019376,-0.029650,-0.048714,1.101390,2.071586,-22.862910,0.939457,-4.805307,0.080361,-0.003842,-0.146113
1.400000,0.101238,0.398763,0.222617,0.370041,0.363268,0.408580,-0.450401,0.033992,0.051509,0.071230,0.087739,0.101717,0.099515,-0.317654,-0.000694,-0.003986,-0.007949,-0.019458,-0.029915,-0.048960,1.117682,2.090221,-22.840656,0.948402,-4.788556,0.080912,-0.002728,-0.147029
1.410000,0.101918,0.399792,0.224039,0.371792,0.365296,0.410560,-0.456507,0.033978,0.051429,0.071070,0.087349,0.101116,0.098533,-0.295162,-0.000700,-0.003970,-0.008026,-0.019542,-0.030180,-0.049207,1.132868,2.108835,-22.818414,0.957301,-4.771807,0.081416,-0.001632,-0.147892
1.420000,0.102597,0.400820,0.225459,0.373534,0.367311,0.412520,-0.462160,0.033964,0.051350,0.070909,0.086957,0.100510,0.097547,-0.272376,-0.000706,-0.003955,-0.008102,-0.019627,-0.030445,-0.049456,1.146935,2.127427,-22.796185,0.966156,-4.755060,0.081875,-0.000552,-0.148701
1.430000,0.103277,0.401846,0.226875,0.375269,0.369315,0.414460,-0.467355,0.033950,0.051271,0.070746,0.086564,0.099899,0.096555,-0.249319,-0.000713,-0.003943,-0.008179,-0.019714,-0.030710,-0.049707,1.159866,2.145999,-22.773968,0.974967,-4.738316,0.082291,0.000510,-0.149458
1.440000,0.103955,0.402870,0.228289,0.376996,0.371306,0.416380,-0.472085,0.033936,0.051192,0.070582,0.086169,0.099282,0.095559,-0.226014,-0.000721,-0.003933,-0.008257,-0.019804,-0.030974,-0.049959,1.171649,2.164549,-22.751766,0.983734,-4.721577,0.082665,0.001555,-0.150163
1.450000,0.104634,0.403893,0.229698,0.378715,0.373285,0.418280,-0.476347,0.033921,0.051114,0.070416,0.085772,0.098661,0.094558,-0.202483,-0.000728,-0.003924,-0.008334,-0.019895,-0.031238,-0.050212,1.182271,2.183077,-22.729578,0.992458,-4.704843,0.082998,0.002584,-0.150818
1.460000,0.105312,0.404915,0.231105,0.380426,0.375251,0.420160,-0.480136,0.033906,0.051035,0.070249,0.085373,0.098033,0.093551,-0.178751,-0.000737,-0.003918,-0.008411,-0.019987,-0.031500,-0.050467,1.191722,2.201584,-22.707406,1.001140,-4.688113,0.083291,0.003597,-0.151422
1.470000,0.105990,0.405935,0.232508,0.382129,0.377205,0.422020,-0.483448,0.033892,0.050957,0.070080,0.084973,0.097401,0.092539,-0.154840,-0.000745,-0.003914,-0.008488,-0.020082,-0.031761,-0.050722,1.199991,2.220070,-22.685249,1.009779,-4.671390,0.083547,0.004593,-0.151976
1.480000,0.106668,0.406953,0.233908,0.383824,0.379146,0.423860,-0.486280,0.033877,0.050879,0.069910,0.084570,0.096764,0.091523,-0.130774,-0.000753,-0.003912,-0.008564,-0.020178,-0.032019,-0.050977,1.207070,2.238535,-22.663108,1.018377,-4.654674,0.083765,0.005575,-0.152482
1.490000,0.107345,0.407970,0.235304,0.385511,0.381074,0.425679,-0.488630,0.033861,0.050800,0.069738,0.084166,0.096121,0.090501,-0.106578,-0.000762,-0.003912,-0.008640,-0.020276,-0.032275,-0.051233,1.212951,2.256978,-22.640983,1.026934,-4.637964,0.083948,0.006541,-0.152939
1.500000,0.108022,0.408985,0.236697,0.387190,0.382990,0.427478,-0.490494,0.033846,0.050722,0.069564,0.083759,0.095473,0.089474,-0.082275,-0.000770,-0.003914,-0.008715,-0.020376,-0.032529,-0.051488,1.217629,2.275399,-22.618875,1.035451,-4.621261,0.084097,0.007493,-0.153349
1.510000,0.108699,0.409998,0.238086,0.388861,0.384892,0.429256,-0.491872,0.033831,0.050644,0.069389,0.083351,0.094820,0.088442,-0.057889,-0.000779,-0.003919,-0.008788,-0.020477,-0.032779,-0.051744,1.221098,2.293799,-22.596783,1.043927,-4.604566,0.084213,0.008430,-0.153711
