time,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
0.401000,-0.260902,-0.957139,-0.055797,1.424624,0.100608,-0.483345,0.059734,0.000000,-0.000873,0.002094,0.000000,-0.003142,-0.002094,-0.415737,-0.000000,-0.649478,2.021957,0.107054,-0.811098,-0.002023,-28.032237,3.165613,-17.221097,-2.268061,-6.032667,-0.092601,-0.792141,-0.123890
0.411000,-0.260902,-0.957139,-0.055804,1.424612,0.100579,-0.483368,0.055774,0.000000,0.000000,-0.003142,-0.001047,-0.002094,-0.000000,-0.416785,-0.000000,0.000000,-4.116429,-0.886389,0.105035,1.025406,-29.931475,3.206105,-17.713144,-2.207716,-6.122808,-0.059267,-0.878793,-0.134271
0.421000,-0.260903,-0.957137,-0.055812,1.424600,0.100550,-0.483392,0.051803,0.000000,0.000873,0.000000,-0.002094,-0.001047,-0.001047,-0.422021,-0.000000,0.751164,0.691335,-0.916411,1.684844,1.772772,-29.983709,3.125121,-17.836155,-2.358578,-6.152854,-0.070379,-0.835467,-0.155034
0.431000,-0.260904,-0.957135,-0.055819,1.424586,0.100520,-0.483415,0.047822,0.000000,0.000000,-0.002094,0.000000,-0.002094,-0.001047,-0.416785,-0.000000,-0.000000,-1.487502,2.342747,0.123998,0.781945,-20.404165,3.003646,-17.672140,-2.147371,-5.912480,0.018510,-0.824635,-0.155034
0.441000,-0.260905,-0.957135,-0.055827,1.424572,0.100488,-0.483438,0.043843,0.000000,0.000000,0.001047,-0.001047,-0.003142,-0.002094,-0.406313,-0.000000,-0.000000,1.195895,0.108995,-0.123486,0.565596,-8.742953,3.084630,-17.508124,-2.147371,-5.972574,-0.048156,-0.824635,-0.113509
0.451000,-0.260905,-0.957135,-0.055838,1.424556,0.100459,-0.483461,0.039873,0.000000,0.000000,-0.001047,0.000000,-0.002094,-0.001047,-0.400029,-0.000000,-0.000000,1.373794,0.888717,0.915785,1.668334,-3.887676,3.044138,-17.385113,-2.117198,-6.062714,-0.059267,-0.824635,-0.134271
0.461000,-0.260905,-0.957136,-0.055847,1.424541,0.100431,-0.483483,0.035887,0.000000,0.000000,-0.004189,-0.002094,-0.001047,-0.001047,-0.397935,-0.000000,-0.000000,-3.571463,-1.789522,1.682827,1.010463,5.077945,3.084630,-17.385113,-2.207716,-5.852387,-0.025934,-0.813804,-0.155034
0.471000,-0.260905,-0.957138,-0.055855,1.424525,0.100405,-0.483505,0.031903,0.000000,0.000000,0.000000,-0.002094,-0.001047,-0.000000,-0.385369,-0.000000,-0.000000,0.214574,-0.810782,0.798423,1.240922,26.026758,3.003646,-17.139089,-2.117198,-5.942527,-0.070379,-0.857130,-0.103128
0.481000,-0.260905,-0.957142,-0.055866,1.424510,0.100378,-0.483528,0.027912,0.000000,0.000000,0.000000,-0.001047,-0.002094,-0.002094,-0.380133,0.012244,0.089175,2.140531,0.871695,0.000311,-0.015019,31.065247,2.882170,-17.344109,-2.358578,-5.822340,-0.092601,-0.835467,-0.113509
0.491000,-0.260905,-0.957147,-0.055874,1.424497,0.100349,-0.483551,0.023927,0.000000,0.000000,-0.001047,0.000000,-0.004189,-0.001047,-0.376991,-0.000231,0.649482,-0.071164,0.016787,-1.699776,1.678759,31.080865,3.084630,-17.508124,-2.207716,-5.942527,-0.037045,-0.867961,-0.123890
0.501000,-0.260905,-0.957149,-0.055880,1.424485,0.100318,-0.483574,0.019932,0.000000,0.000000,0.000000,0.000000,-0.003142,-0.002094,-0.379086,-0.000000,0.000000,0.218066,0.232747,-0.120246,0.094562,33.696879,3.084630,-17.959167,-2.328406,-6.032667,-0.014823,-0.867961,-0.123890
0.511000,-0.260905,-0.957149,-0.055887,1.424471,0.100287,-0.483598,0.015931,0.000000,0.000000,0.000000,-0.002094,-0.003142,-0.002094,-0.373850,0.661722,0.000000,0.214575,-1.573804,-0.107325,-0.119682,31.059258,3.165613,-17.795151,-2.147371,-6.092761,-0.048156,-0.824635,-0.123890
0.521000,-0.260906,-0.957149,-0.055897,1.424458,0.100257,-0.483624,0.011933,0.000000,0.000000,-0.002094,0.000000,-0.003142,-0.003142,-0.386416,-0.001649,0.000000,-0.350944,1.684763,-1.010424,-0.796725,10.739302,3.003646,-17.426117,-2.056854,-6.092761,-0.092601,-0.835467,-0.134271
0.531000,-0.260906,-0.957154,-0.055903,1.424443,0.100230,-0.483648,0.007943,0.000000,0.000000,-0.001047,-0.001047,-0.002094,-0.002094,-0.395841,-0.000000,0.000000,-0.118767,-0.777600,0.092318,-0.107004,-4.578876,3.003646,-17.426117,-2.237888,-6.062714,-0.059267,-0.824635,-0.134271
0.541000,-0.260906,-0.957161,-0.055913,1.424427,0.100204,-0.483671,0.003942,0.000000,-0.000873,0.000000,0.000000,-0.002094,-0.001047,-0.401077,-0.000000,-0.091124,2.181403,1.817203,-0.764919,-0.760336,-11.558911,3.084630,-17.180093,-2.147371,-6.002620,-0.081490,-0.857130,-0.134271
0.551000,-0.260906,-0.957170,-0.055921,1.424412,0.100179,-0.483695,-0.000059,0.000000,-0.000873,-0.001047,-0.001047,-0.001047,-0.002094,-0.411549,-0.000000,-0.013957,-1.494182,0.012709,0.810820,-0.000283,-21.578079,3.206105,-17.098086,-2.388751,-5.972574,-0.025934,-0.878793,-0.165415
0.561000,-0.260906,-0.957178,-0.055931,1.424397,0.100153,-0.483718,-0.004060,0.000000,-0.000873,-0.001047,-0.001047,-0.001047,-0.003142,-0.422021,-0.000000,-0.101686,-0.802941,-0.001773,0.901670,-1.146576,-32.931715,3.084630,-16.934070,-2.237888,-5.822340,-0.003712,-0.813804,-0.134271
0.571000,-0.260906,-0.957186,-0.055940,1.424382,0.100126,-0.483741,-0.008055,0.000000,-0.000873,0.000000,0.000000,-0.004189,-0.002094,-0.426209,-0.000000,-0.740565,1.588127,1.575502,-2.583914,-1.650776,-34.141897,3.206105,-17.221097,-2.207716,-6.092761,-0.059267,-0.878793,-0.155034
0.581000,-0.260906,-0.957190,-0.055948,1.424368,0.100100,-0.483762,-0.012058,0.000000,0.000000,0.002094,-0.002094,-0.002094,-0.002094,-0.418879,-0.000000,0.000000,3.288230,-1.010431,0.107015,0.089708,-23.800751,3.206105,-17.508124,-2.177543,-5.942527,-0.070379,-0.792141,-0.144652
0.591000,-0.260907,-0.957192,-0.055956,1.424356,0.100073,-0.483783,-0.016061,0.000000,0.000000,0.000000,-0.001047,-0.001047,-0.002094,-0.405265,-0.000000,0.000000,0.781910,-0.121702,1.010659,0.747616,-4.268145,2.922662,-17.508124,-2.358578,-6.092761,-0.048156,-0.857130,-0.175796
0.601000,-0.260907,-0.957191,-0.055963,1.424343,0.100046,-0.483802,-0.020061,0.000000,0.000000,-0.001047,-0.001047,-0.001047,-0.002094,-0.402124,-0.000000,0.000000,-1.357761,0.090332,0.905431,0.014650,1.442817,3.246597,-17.549128,-2.237888,-6.062714,-0.070379,-0.878793,-0.134271
0.611000,-0.260908,-0.957190,-0.055971,1.424331,0.100018,-0.483822,-0.024053,0.000000,0.000000,-0.001047,0.000000,-0.001047,-0.001047,-0.391652,-0.000000,0.000000,0.668318,0.214580,1.774867,-0.779651,20.012824,3.165613,-17.508124,-2.117198,-6.002620,0.007399,-0.878793,-0.144652
0.621000,-0.260909,-0.957191,-0.055978,1.424318,0.099994,-0.483839,-0.027650,0.000000,0.000000,0.000000,-0.001047,-0.003142,-0.003142,-0.423068,-0.000000,0.000000,0.808835,0.012394,-0.813152,-1.025678,-33.119706,3.125121,-17.344109,-2.207716,-5.942527,-0.048156,-0.813804,-0.175796
0.631000,-0.260909,-0.957193,-0.055986,1.424304,0.099968,-0.483859,-0.031651,0.000000,0.000000,-0.002094,-0.001047,-0.002094,-0.002094,-0.422021,-0.000000,0.000004,-1.802787,-0.014932,-0.764643,0.195220,-30.132709,3.084630,-17.385113,-2.117198,-5.942527,-0.125934,-0.792141,-0.165415
0.641000,-0.260909,-0.957196,-0.055995,1.424290,0.099944,-0.483877,-0.035234,0.000000,0.000000,-0.002094,0.000000,-0.002094,-0.002094,-0.389557,-0.000000,0.000000,-1.711941,1.665796,-0.685043,-0.214062,2.667117,3.084630,-17.221097,-2.087026,-6.032667,-0.059267,-0.813804,-0.134271
0.651000,-0.260909,-0.957200,-0.056003,1.424276,0.099918,-0.483896,-0.039226,0.000000,-0.000873,0.001047,-0.001047,-0.001047,-0.001047,-0.396888,-0.000000,-0.752846,1.699308,-0.014970,0.888370,-0.901346,-8.033646,2.963154,-17.426117,-2.117198,-6.122808,-0.081490,-0.792141,-0.134271
0.661000,-0.260909,-0.957204,-0.056012,1.424262,0.099892,-0.483915,-0.043224,0.000000,0.000000,0.000000,0.000000,-0.002094,-0.000000,-0.402124,-0.089175,0.089175,0.794148,0.138734,-0.978657,1.912012,-15.314393,2.882170,-17.590132,-2.177543,-6.122808,-0.103712,-0.846298,-0.113509
0.671000,-0.260909,-0.957207,-0.056021,1.424247,0.099864,-0.483934,-0.047224,0.000000,0.000000,0.000000,-0.001047,-0.004189,-0.001047,-0.411549,-0.000001,0.000004,0.792643,0.779374,-1.806825,0.995720,-24.994559,3.084630,-17.549128,-2.207716,-6.152854,-0.159267,-0.824635,-0.123890
0.681000,-0.260909,-0.957210,-0.056029,1.424234,0.099839,-0.483951,-0.051212,0.000000,0.000000,-0.001047,0.000000,-0.001047,-0.000000,-0.416785,-0.000000,0.000000,-0.016753,0.030227,0.245744,1.775420,-31.400398,3.125121,-17.590132,-2.087026,-6.092761,-0.048156,-0.846298,-0.144652
0.691000,-0.260910,-0.957212,-0.056038,1.424220,0.099815,-0.483969,-0.055193,0.000000,0.000000,-0.001047,0.000000,0.000000,-0.002094,-0.419926,-0.000000,0.000000,-0.090334,0.993433,1.884728,-0.140984,-30.831031,3.003646,-17.754147,-2.298233,-6.182901,-0.070379,-0.857130,-0.155034
0.701000,-0.260910,-0.957214,-0.056046,1.424206,0.099790,-0.483986,-0.059175,0.000000,0.000000,0.000000,-0.001047,-0.002094,-0.001047,-0.420973,-0.000000,0.000000,0.014980,0.672124,0.655344,1.544342,-26.289591,3.084630,-17.508124,-2.026681,-6.032667,-0.003712,-0.867961,-0.155034
0.711000,-0.260910,-0.957219,-0.056055,1.424190,0.099765,-0.484004,-0.063152,0.000000,0.000000,-0.002094,-0.002094,-0.001047,-0.000000,-0.413643,-0.000000,0.000032,-1.027178,-0.901641,1.010180,0.035448,-19.747724,3.003646,-17.139089,-2.207716,-6.062714,-0.081490,-0.889624,-0.144652
0.721000,-0.260910,-0.957227,-0.056064,1.424175,0.099738,-0.484022,-0.067120,0.000000,0.000000,-0.002094,-0.001047,-0.002094,-0.002094,-0.407360,-0.000000,0.740335,-1.697525,-0.794066,0.016401,-0.905703,-11.205624,3.084630,-17.221097,-2.177543,-5.882433,-0.014823,-0.846298,-0.165415
0.731000,-0.260911,-0.957235,-0.056073,1.424159,0.099710,-0.484040,-0.071082,0.000000,-0.000873,0.000000,0.000000,-0.002094,-0.002094,-0.400029,-0.000000,-0.013961,0.886705,0.997755,0.674695,-0.917830,2.782609,3.287089,-17.344109,-2.117198,-5.972574,-0.081490,-0.824635,-0.155034
0.741000,-0.260911,-0.957242,-0.056081,1.424144,0.099683,-0.484057,-0.075050,0.000000,0.000000,0.000000,-0.001047,-0.002094,-0.001047,-0.395841,-0.000000,0.101456,0.781402,-0.762625,0.109309,0.888396,7.866491,3.084630,-17.344109,-2.177543,-6.092761,-0.081490,-0.824635,-0.165415
0.751000,-0.260912,-0.957246,-0.056090,1.424130,0.099655,-0.484073,-0.079015,0.000000,0.000000,0.000000,-0.001047,-0.001047,-0.000000,-0.389557,-0.000000,0.000263,1.578028,0.792048,0.247734,1.010122,12.548696,3.125121,-17.344109,-2.117198,-5.972574,-0.070379,-0.770478,-0.155034
0.761000,-0.260912,-0.957249,-0.056098,1.424116,0.099629,-0.484090,-0.082968,0.000000,0.000000,-0.001047,-0.001047,-0.002094,-0.001047,-0.384322,-0.000000,0.000000,-0.781673,-0.903375,0.214026,0.701468,23.104506,2.963154,-17.385113,-2.237888,-6.002620,-0.103712,-0.759646,-0.196558
0.771000,-0.260913,-0.957251,-0.056106,1.424103,0.099605,-0.484106,-0.086918,0.000000,0.000000,-0.001047,-0.002094,-0.002094,-0.001047,-0.382227,-0.000000,0.000000,-0.794072,-0.997712,0.746220,0.123678,25.967709,3.165613,-17.508124,-2.147371,-6.032667,-0.081490,-0.846298,-0.175796
0.781000,-0.260914,-0.957252,-0.056115,1.424090,0.099582,-0.484121,-0.090863,0.000000,0.000000,0.000000,-0.001047,-0.003142,-0.000000,-0.373850,-0.000000,0.000000,0.014698,-0.674423,-0.933116,1.777362,33.414735,3.003646,-17.672140,-2.177543,-5.972574,-0.003712,-0.824635,-0.155034
0.791000,-0.260914,-0.957252,-0.056123,1.424075,0.099558,-0.484137,-0.094803,0.000000,0.000000,0.000000,-0.001047,-0.002094,-0.001047,-0.371755,-0.000000,0.000000,0.779374,0.015002,-0.596785,0.014654,30.321232,2.963154,-17.672140,-2.237888,-6.062714,-0.014823,-0.857130,-0.144652
