sample_idx,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7
13,0.041320000000000003,0.065713999999999995,0.090665999999999997,0.066028000000000003,0.12342599999999999,0.090242000000000003,0.102268,0.414516,0.63268199999999997,0.88802400000000004,0.65449800000000002,1.2095130000000001,0.87441000000000002,1.023112,1.6549020000000001,1.013498,5.8385059999999998,8.4943930000000005,11.782995,-7.1850120000000004,-1.9394830000000001
14,0.050055000000000002,0.078939999999999996,0.109065,0.079516000000000003,0.148704,0.108769,0.12331499999999999,0.45291300000000001,0.68504200000000004,0.955044,0.71418899999999996,1.2911950000000001,0.94561899999999999,1.079661,0.13118199999999999,0.85915900000000001,0.94208499999999995,17.713480000000001,-22.565908,3.5901990000000001,5.2756869999999996
15,0.059471999999999997,0.093040999999999999,0.12881899999999999,0.093988000000000002,0.17585500000000001,0.12870599999999999,0.145896,0.48607400000000001,0.73129299999999997,1.01264,0.74979300000000004,1.4105749999999999,1.0335840000000001,1.141445,2.188005,5.5395320000000003,1.210528,3.0425089999999999,19.586853999999999,9.7771290000000004,-5.4675310000000001
16,0.069460999999999995,0.108018,0.149674,0.109303,0.204545,0.149726,0.16974600000000001,0.51399899999999998,0.76619999999999999,1.0629059999999999,0.77387899999999998,1.455605,1.075472,1.2252209999999999,4.5414859999999999,3.4018709999999999,1.253574,-3.136638,-9.3502569999999992,-15.290912000000001,28.521667999999998
17,0.079884999999999998,0.123513,0.171317,0.12520000000000001,0.234322,0.171544,0.19453100000000001,0.52796200000000004,0.78190800000000005,1.0890850000000001,0.802153,1.49854,1.09118,1.2723450000000001,3.221797,-2.1435970000000002,-4.0354099999999997,-7.5612490000000001,-15.204997000000001,-1.429942,12.391949
18,0.090583999999999998,0.13927100000000001,0.19342999999999999,0.141404,0.26477899999999999,0.19387399999999999,0.219778,0.53581599999999996,0.79499699999999995,1.1100289999999999,0.80110599999999998,1.5247200000000001,1.128879,1.270251,-2.9591980000000002,4.0520430000000003,-3.2423769999999998,-12.378729999999999,-10.046163,-8.325348,15.507954
19,0.101378,0.15514700000000001,0.215642,0.15773300000000001,0.295352,0.21626000000000001,0.24515200000000001,0.54017899999999996,0.78801600000000005,1.1037459999999999,0.81262500000000004,1.534144,1.140398,1.248259,-0.52829899999999996,0.17985000000000001,-0.033681999999999997,0.052296000000000002,12.889542,13.503278,-9.5092639999999999
20,0.112096,0.17074700000000001,0.23758099999999999,0.17383100000000001,0.32555000000000001,0.238341,0.27016800000000002,0.53145299999999995,0.774926,1.0838490000000001,0.80529499999999998,1.4744539999999999,1.071283,1.243023,-2.0330189999999999,1.5292460000000001,-5.5389679999999997,7.23285,-20.79176,-7.9042260000000004,-4.5933739999999998
21,0.122512,0.18593799999999999,0.258828,0.18945000000000001,0.354794,0.25976300000000002,0.29433999999999999,0.50789099999999998,0.74176500000000001,1.0346310000000001,0.76550099999999999,1.4116219999999999,1.0335840000000001,1.179144,-4.7582190000000004,4.9750430000000003,-5.820443,-3.3141240000000001,-28.990829000000002,-13.889644000000001,13.169122
22,0.13247500000000001,0.20028399999999999,0.27900900000000001,0.20425599999999999,0.38256299999999999,0.28005000000000002,0.31728099999999998,0.48432900000000001,0.69638599999999995,0.97598799999999997,0.70685799999999999,1.3320350000000001,1.0063569999999999,1.1173599999999999,0.14174,-2.9760330000000002,3.4376470000000001,-6.6097020000000004,-11.456678,-3.2943259999999999,-9.5903159999999996
23,0.14174900000000001,0.21359600000000001,0.29770799999999997,0.21798600000000001,0.408277,0.29880699999999999,0.338418,0.44156800000000002,0.63006399999999996,0.89326000000000005,0.64297899999999997,1.2377880000000001,0.91001500000000002,0.99274300000000004,-2.7898520000000002,-3.2115260000000001,0.86012100000000002,-15.952609000000001,19.074590000000001,3.542033,-1.8911880000000001
24,0.150172,0.22553799999999999,0.31455100000000003,0.230349,0.43139300000000003,0.31568499999999999,0.35740899999999998,0.39182600000000001,0.56286899999999995,0.78435100000000002,0.57805300000000004,1.066047,0.783304,0.90582600000000002,-5.8364729999999998,-4.2165759999999999,-7.8627830000000003,-3.4375879999999999,-22.041912,2.4295200000000001,-9.3204609999999999
