sample_idx,tau1_meas,tau1_urdf,err1,tau2_meas,tau2_urdf,err2,tau3_meas,tau3_urdf,err3,tau4_meas,tau4_urdf,err4,tau5_meas,tau5_urdf,err5,tau6_meas,tau6_urdf,err6,tau7_meas,tau7_urdf,err7
13,69.598291,-1.9403571119736875,71.53864811197369,-21.559965,-21.65304832401698,0.09308332401698038,0.503845,0.262755514564577,0.24108948543542297,-11.25341,-11.481943461225237,0.22853346122523632,0.363743,0.179707925380758,0.18403507461924198,6.254264,4.466768044134535,1.7874959558654648,-0.724856,0.5339640527497348,-1.2588200527497349
14,70.198053,-1.973681021671983,72.17173402167198,-19.87315,-19.71455516631953,-0.15859483368046767,0.767108,0.33000900268257516,0.43709899731742485,-13.338065,-13.405150736605156,0.06708573660515604,0.211089,-0.058687891757831165,0.26977689175783115,7.113582,4.845421898333778,2.268160101666222,-1.064504,0.03957824513814138,-1.1040822451381413
15,70.797504,-1.8827428171831164,72.68024681718312,-20.274472,-20.08530120957122,-0.18917079042877916,0.787826,0.40375718747647404,0.384068812523526,-13.178645,-13.255848350982822,0.07720335098282227,0.251639,-0.06350776762482811,0.31514676762482813,7.140671,5.1179663428202495,2.0227046571797507,0.641231,-0.11581421010557014,0.7570452101055701
16,71.396357,-1.2412426337522038,72.6375996337522,-19.159716,-19.377272112856094,0.21755611285609433,1.428177,0.655255729549693,0.772921270450307,-13.927232,-14.124974813774104,0.19774281377410396,0.089793,0.1641341618534868,-0.07434116185348681,7.221524,4.957525281851003,2.2639987181489962,0.801525,1.8817630262423415,-1.0802380262423414
17,71.994948,-2.5325269064772655,74.52747490647727,-19.679313,-19.620107147447925,-0.059205852552075555,0.455761,0.1279716884090434,0.3277893115909566,-12.937244,-13.046274275225421,0.10903027522542175,0.223725,-0.05601391915308872,0.27973891915308874,7.216436,5.0383859599731435,2.1780500400268563,-1.404904,0.18014832532403866,-1.5850523253240385
18,72.593139,-2.1819380767767007,74.7750770767767,-19.925778,-19.82655151637528,-0.0992264836247223,0.651658,0.30708671695038403,0.34457128304961593,-12.966801,-13.070115532845167,0.10331453284516634,0.248513,-0.04585162294435584,0.29436462294435584,7.150767,5.146507484213617,2.0042595157863827,-1.009572,0.06581784262294843,-1.0753898426229482
19,73.190941,-0.577888813651733,73.76882981365173,-19.326151,-19.278564813515832,-0.04758618648416757,0.734338,0.5999825124932158,0.13435548750678428,-13.286436,-13.060368084351845,-0.2260679156481551,0.443552,0.7999207102652087,-0.3563687102652087,6.224107,-4.322866023605906,10.546973023605906,0.233859,-0.17615925263764096,0.41001825263764097
20,73.788165,-4.6926706803345155,78.48083568033452,-24.853502,-25.255427743146917,0.40192574314691853,-1.10172,-0.6936067055424736,-0.4081132944575264,-8.61373,-9.182546146948578,0.5688161469485777,0.645938,0.1729911457569833,0.47294685424301675,9.254549,5.908106082007138,3.3464429179928628,-1.033677,0.62738529934653,-1.66106229934653
21,74.385043,-0.8225758270290537,75.20761882702905,-19.520391,-18.82310059219088,-0.6972904078091204,0.47145,0.4586929168995623,0.01275708310043766,-12.562734,-12.111896456458881,-0.4508375435411196,0.317491,0.16861511025474366,0.14887588974525637,7.140896,-2.847223087071116,9.988119087071116,-1.451873,-2.4170192278759073,0.9651462278759073
22,74.981525,-1.429382642308176,76.41090764230817,-21.159933,-21.014716126799176,-0.14521687320082322,0.74587,0.3984164156664859,0.34745358433351414,-10.851825,-10.952923409515085,0.10109840951508531,0.061621,-0.2484122240488185,0.3100332240488185,7.111581,5.39838941070866,1.7131915892913403,-1.225497,0.11072238134949434,-1.3362193813494945
23,75.57761,-2.323911903174327,77.90152190317434,-24.772336,-24.873731526419807,0.10139552641980742,0.081717,0.257550222889853,-0.17583322288985304,-8.458102,-8.874198852143474,0.4160968521434736,0.576719,0.07245002744499575,0.5042689725550042,8.575513,5.993715012421455,2.581797987578546,-0.95832,-0.06721511338836339,-0.8911048866116366
24,76.173312,-2.803193850162267,78.97650585016227,-24.248314,-24.36760638761025,0.11929238761025118,0.066823,0.28271775146302963,-0.21589475146302964,-9.652341,-10.098722596299652,0.446381596299652,0.710224,0.14046618539064729,0.5697578146093527,9.389999,6.498749564078198,2.891249435921802,1.011176,-0.13450842381687117,1.1456844238168713
25,76.768411,-4.06419217227862,80.83260317227862,-24.520114,-24.97128742221587,0.4511734222158701,-0.730594,-0.3239518199902944,-0.4066421800097056,-8.341899,-8.931635349514936,0.5897363495149364,0.735468,0.237645922562449,0.497822077437551,9.277035,6.239772389290543,3.0372626107094565,-1.001444,0.5729998856298286,-1.5744438856298286
26,77.363193,-3.3597518952438064,80.7229448952438,-24.307885,-24.66606286273358,0.3581778627335801,-0.30154,0.024579115167892435,-0.3261191151678924,-8.669211,-9.21681699991136,0.5476059999113598,0.755437,0.2422892861878985,0.5131477138121016,9.376254,6.338622145834142,3.0376318541658573,-1.265661,0.34390660633119846,-1.6095676063311983
27,77.957513,-2.979625625894513,80.93713862589452,-23.728363,-23.572158721693565,-0.15620427830643635,-0.078747,0.21781062444193158,-0.29655762444193157,-9.304644,-9.61273891587903,0.30809491587903004,0.67397,-0.09848180155761742,0.7724518015576174,9.385205,6.577362217270281,2.8078427827297183,-1.726678,-1.3008992619987199,-0.4257787380012801
28,78.551449,0.04154325382526007,78.50990574617475,-20.519748,-20.357583340854408,-0.16216465914559208,0.955964,0.6910299186271665,0.2649340813728336,-11.602319,-11.383999761311825,-0.21831923868817427,0.232188,0.5296471723302287,-0.2974591723302287,7.62455,-3.3652709861505588,10.989820986150558,-0.829715,-0.09722838452750675,-0.7324866154724933
29,79.144866,4.785426858914849,74.35943914108515,-31.734415,-31.27790753635767,-0.4565074636423283,0.979536,0.8912679412525332,0.0882680587474668,2.259996,2.4223478392568483,-0.16235183925684815,-0.627044,-0.3381854925181307,-0.28885850748186936,2.430366,-4.102473436172156,6.532839436172155,0.492426,-0.3589752063326702,0.8514012063326701
30,79.737916,0.5942755226823679,79.14364047731763,-20.263928,-20.72268613045292,0.4587581304529209,1.368802,0.9420717126400943,0.4267302873599058,-11.588182,-11.623192985107492,0.03501098510749223,0.290575,0.9784514699252634,-0.6878764699252634,7.330385,-3.2515497291461037,10.581934729146104,1.50882,2.086774931989427,-0.577954931989427
31,80.330485,-3.244631422665112,83.5751164226651,-23.521112,-23.09964577275379,-0.42146622724620997,-0.269719,0.12697086986419565,-0.39668986986419563,-8.660638,-8.86094056436215,0.20030256436214877,0.640564,-0.3808100437251234,1.0213740437251233,9.650982,7.038757326193809,2.6122246738061916,-1.441435,-2.385235115499687,0.9438001154996869
32,80.922568,4.383771246896284,76.53879675310371,-32.078043,-31.840313359024698,-0.2377296409753029,0.637653,0.6917042679997816,-0.05405126799978155,3.331138,3.3684911182146777,-0.03735311821467757,-0.532275,-0.19562345852928645,-0.33665154147071363,2.405315,-3.9579891030529497,6.36330410305295,-0.890232,0.013258948983927005,-0.903490948983927
33,81.514351,-0.2341325461685141,81.74848354616852,-20.163367,-20.03204589888857,-0.13132110111143191,0.812094,0.5714859273697471,0.24060807263025286,-11.208729,-10.998543662298488,-0.21018533770151215,0.231095,0.5329150757654747,-0.3018200757654747,7.610349,-3.0728779317594808,10.683226931759481,-0.897222,-0.06020092802702074,-0.8370210719729793
34,82.105586,-2.5649988633970735,84.67058486339708,-23.878668,-24.11556108821053,0.2368930882105289,0.22213,0.4441187912855725,-0.22198879128557253,-8.790275,-9.266560870955521,0.4762858709555218,0.67397,0.05246401265166957,0.6215059873483304,9.577288,6.981861975479096,2.5954260245209033,-0.720571,-0.015879966779373526,-0.7046910332206264
35,82.696427,-2.5102681726753517,85.20669517267535,-23.890427,-24.11727588627946,0.22684888627946265,0.273266,0.5052649740739592,-0.2319989740739592,-8.847973,-9.326010991473112,0.4780379914731121,0.705664,0.04939850929567281,0.6562654907043272,9.579212,7.162888209610236,2.4163237903897636,0.653259,-0.07245048304827577,0.7257094830482758
36,83.286704,-0.6603553270712306,83.94705932707123,-23.598425,-24.37909384090923,0.7806688409092324,0.499168,0.5759577599293535,-0.0767897599293535,-8.990722,-9.35775688458427,0.36703488458426925,0.68971,1.195969687893054,-0.5062596878930539,9.421287,-2.4047194609851377,11.826006460985138,1.62921,2.162058260547545,-0.5328482605475449
37,83.876531,1.3804621175888423,82.49606888241115,-19.73994,-19.96112928739659,0.22118928739659083,1.727739,1.1654331826338546,0.5623058173661453,-11.439491,-11.350928619852366,-0.08856238014763385,0.083429,0.7267184891461113,-0.6432894891461113,7.791686,-2.719888891046753,10.511574891046752,1.190092,1.7250813357945383,-0.5349893357945383
